ID,Customer_age,Age_group,Income,Income_group,Customer_days,Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
2426,56,Pre-Senior,78825.0,high_income,4711,PhD,Divorced,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1
5172,44,Middle-Aged,65104.0,middle_income,4285,Master,Together,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0
5562,46,Middle-Aged,60093.0,middle_income,4426,Graduation,Married,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0
3436,51,Pre-Senior,14045.0,low_income,4212,Graduation,Married,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
3921,68,Senior,28457.0,low_income,4667,2n Cycle,Widow,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
3403,62,Senior,78952.0,high_income,4701,PhD,Together,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
22,44,Middle-Aged,46310.0,middle_income,4631,Graduation,Divorced,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
10965,65,Senior,76005.0,high_income,4550,Graduation,Together,0,0,72,983,20,389,240,50,40,1,3,5,13,6,1,0,0,0,0,0,0
9426,56,Pre-Senior,58308.0,middle_income,4591,Master,Single,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
6605,76,Elderly,55614.0,middle_income,4272,PhD,Divorced,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,0,1,0,0,0
3136,58,Pre-Senior,59432.0,middle_income,4500,Master,Divorced,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
8737,42,Middle-Aged,55563.0,middle_income,4143,Graduation,Divorced,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
11088,49,Middle-Aged,78642.0,high_income,4492,PhD,Together,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
716,71,Elderly,67911.0,middle_income,4096,PhD,Together,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
466,76,Elderly,65275.0,middle_income,4510,Graduation,Married,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
9135,70,Senior,27203.0,low_income,4750,Graduation,Together,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
10623,59,Pre-Senior,48330.0,middle_income,4284,Master,Together,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
8151,30,Young_Adult,24279.0,low_income,4605,Basic,Married,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
5140,35,Adult,64355.0,middle_income,4732,PhD,Married,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
10160,64,Senior,50943.0,middle_income,4431,Master,Together,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
4945,67,Senior,53653.0,middle_income,4657,Graduation,Widow,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
10584,44,Middle-Aged,65665.0,middle_income,4267,Graduation,Married,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
6071,31,Adult,81217.0,high_income,4403,Graduation,Single,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
3386,28,Young_Adult,34935.0,low_income,4431,Graduation,Married,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
8939,61,Senior,61250.0,middle_income,4618,Graduation,Divorced,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
9925,39,Adult,39665.0,middle_income,4458,PhD,Together,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,1,0,0,0,0
4320,41,Middle-Aged,60152.0,middle_income,4516,Graduation,Single,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
5389,56,Pre-Senior,48920.0,middle_income,4310,Graduation,Married,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,0,1,0,0,0
6036,61,Senior,89120.0,high_income,4162,Master,Together,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,0,0,1,0,0
182,74,Elderly,44124.0,middle_income,4472,PhD,Together,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
203,45,Middle-Aged,81169.0,high_income,4499,Master,Single,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0
11025,59,Pre-Senior,36443.0,low_income,4569,Graduation,Married,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
10203,30,Young_Adult,26095.0,low_income,4422,Graduation,Single,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
4607,61,Senior,71367.0,middle_income,4368,Graduation,Together,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
3711,76,Elderly,80184.0,high_income,4178,Master,Married,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,1,0,0,0,1,0,0
3696,55,Pre-Senior,30630.0,low_income,4211,Graduation,Divorced,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
2532,33,Adult,73454.0,middle_income,4178,Master,Single,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,1,0,0,0,0
9214,29,Young_Adult,42691.0,middle_income,4375,Graduation,Married,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
4943,67,Senior,70503.0,middle_income,4695,Graduation,Married,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,0,1,1,0,0
35,33,Adult,25545.0,low_income,4717,Graduation,Married,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1
2258,34,Adult,32880.0,low_income,4630,Graduation,Married,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
4322,62,Senior,77863.0,high_income,4272,PhD,Together,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
713,43,Middle-Aged,50353.0,middle_income,4079,Master,Married,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
4702,56,Pre-Senior,61839.0,middle_income,4744,Graduation,Single,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
3281,60,Pre-Senior,49154.0,middle_income,4296,PhD,Married,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
702,45,Middle-Aged,47682.0,middle_income,4557,2n Cycle,Widow,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
2004,51,Pre-Senior,72679.0,middle_income,4342,Graduation,Single,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
4769,43,Middle-Aged,57954.0,middle_income,4069,Master,Together,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0,0
4437,58,Pre-Senior,65316.0,middle_income,4489,Graduation,Married,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
8724,38,Adult,28567.0,low_income,4435,Graduation,Single,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
10741,69,Senior,47352.0,middle_income,4502,Master,Together,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
1991,53,Pre-Senior,44931.0,middle_income,4220,Graduation,Together,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
6931,53,Pre-Senior,76982.0,high_income,4192,Graduation,Divorced,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,0,1
11096,68,Senior,57247.0,middle_income,4383,2n Cycle,Together,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
304,39,Adult,22944.0,low_income,4246,Master,Single,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
3665,43,Middle-Aged,25315.0,low_income,4292,2n Cycle,Together,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
10591,51,Pre-Senior,43638.0,middle_income,4750,Graduation,Widow,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
5036,36,Adult,42710.0,middle_income,4636,PhD,Single,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
5547,38,Adult,84169.0,high_income,4384,PhD,Married,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,0,1
7822,44,Middle-Aged,54058.0,middle_income,4448,Graduation,Together,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0
8541,30,Young_Adult,24683.0,low_income,4171,2n Cycle,Married,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
10955,56,Pre-Senior,85620.0,high_income,4231,Graduation,Widow,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
4368,40,Adult,47850.0,middle_income,4266,Graduation,Married,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
9671,52,Pre-Senior,19514.0,low_income,4212,Graduation,Married,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,1
2256,47,Middle-Aged,27159.0,low_income,4150,Master,Married,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
4279,57,Pre-Senior,39548.0,middle_income,4148,2n Cycle,Single,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
5371,31,Adult,21474.0,low_income,4140,Graduation,Single,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,0,1
9240,49,Middle-Aged,60504.0,middle_income,4200,PhD,Single,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
9460,57,Pre-Senior,22419.0,low_income,4495,Graduation,Married,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
9504,71,Elderly,81698.0,high_income,4293,Master,Married,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1
8692,68,Senior,43462.0,middle_income,4713,Graduation,Together,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
448,42,Middle-Aged,54880.0,middle_income,4543,PhD,Single,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
8314,38,Adult,79908.0,high_income,4508,Graduation,Married,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0
8420,50,Middle-Aged,15315.0,low_income,4388,2n Cycle,Married,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
3174,61,Senior,87771.0,high_income,4461,Graduation,Together,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,0,1
7685,42,Middle-Aged,33039.0,low_income,4351,Graduation,Married,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
3179,40,Adult,81741.0,high_income,4436,Graduation,Single,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
9780,49,Middle-Aged,71499.0,middle_income,4427,Master,Together,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
10681,50,Middle-Aged,62466.0,middle_income,4223,2n Cycle,Married,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
10232,57,Pre-Senior,48799.0,middle_income,4294,PhD,Divorced,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
4184,70,Senior,52157.0,middle_income,4080,PhD,Together,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
9120,58,Pre-Senior,66565.0,middle_income,4629,Graduation,Single,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
891,69,Senior,29298.0,low_income,4353,Master,Together,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
10381,41,Middle-Aged,47691.0,middle_income,4417,Graduation,Single,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
3525,50,Middle-Aged,38200.0,middle_income,4627,Graduation,Together,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
6818,46,Middle-Aged,44989.0,middle_income,4713,Graduation,Married,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
3526,52,Pre-Senior,38443.0,middle_income,4211,PhD,Married,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
8181,42,Middle-Aged,38593.0,middle_income,4347,2n Cycle,Single,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
1029,50,Middle-Aged,64413.0,middle_income,4390,PhD,Together,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
7369,39,Adult,36959.0,low_income,4328,Master,Married,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
2574,43,Middle-Aged,61996.0,middle_income,4572,PhD,Married,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,0,1
8159,52,Pre-Senior,51287.0,middle_income,4147,Graduation,Married,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
1160,50,Middle-Aged,13260.0,low_income,4368,Graduation,Married,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
10242,54,Pre-Senior,47472.0,middle_income,4344,PhD,Together,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
5253,64,Senior,54603.0,middle_income,4413,Master,Together,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
5966,46,Middle-Aged,45207.0,middle_income,4654,PhD,Married,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0
5314,69,Senior,40689.0,middle_income,4526,Graduation,Together,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
5081,53,Pre-Senior,47821.0,middle_income,4310,2n Cycle,Together,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
5123,69,Senior,27450.0,low_income,4498,Master,Married,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
5756,37,Adult,39453.0,middle_income,4145,Graduation,Together,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
8036,49,Middle-Aged,26850.0,low_income,4130,2n Cycle,Together,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
9058,65,Senior,79800.0,high_income,4702,Graduation,Widow,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,0,1
5057,59,Pre-Senior,61794.0,middle_income,4346,Master,Married,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
254,65,Senior,53863.0,middle_income,4101,Graduation,Together,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,0
4179,61,Senior,24221.0,low_income,4371,Graduation,Together,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
3710,36,Adult,39684.0,middle_income,4683,PhD,Single,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1
7627,45,Middle-Aged,92163.0,high_income,4622,Master,Married,0,0,25,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,0,1
4501,55,Pre-Senior,69882.0,middle_income,4289,Master,Single,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
6424,43,Middle-Aged,33178.0,low_income,4208,Graduation,Together,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
3075,48,Middle-Aged,59973.0,middle_income,4349,PhD,Married,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0
4992,45,Middle-Aged,17459.0,low_income,4341,Master,Together,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1
5252,51,Pre-Senior,23910.0,low_income,4669,Graduation,Divorced,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0
7444,51,Pre-Senior,42169.0,middle_income,4311,Master,Married,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
6919,42,Middle-Aged,26224.0,low_income,4448,2n Cycle,Married,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
3537,39,Adult,31089.0,low_income,4739,Graduation,Together,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0
10277,59,Pre-Senior,30081.0,low_income,4551,Graduation,Single,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
2453,60,Pre-Senior,62807.0,middle_income,4725,Graduation,Together,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
7972,65,Senior,72906.0,middle_income,4343,Graduation,Single,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0
895,72,Elderly,61467.0,middle_income,4625,PhD,Married,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
1177,54,Pre-Senior,49618.0,middle_income,4577,Master,Together,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0
7141,34,Adult,21888.0,low_income,4605,Master,Single,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1
7232,47,Middle-Aged,42429.0,middle_income,4196,Graduation,Widow,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0
8477,64,Senior,26150.0,low_income,4533,Graduation,Divorced,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
2457,45,Middle-Aged,30801.0,low_income,4669,Basic,Married,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
988,55,Pre-Senior,81168.0,high_income,4111,Graduation,Married,0,0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0,0
7930,51,Pre-Senior,26877.0,low_income,4372,Master,Single,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0
4587,76,Elderly,45006.0,middle_income,4404,Master,Widow,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0
6682,47,Middle-Aged,18978.0,low_income,4623,Basic,Married,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
6222,53,Pre-Senior,22574.0,low_income,4302,Graduation,Married,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
10299,51,Pre-Senior,48240.0,middle_income,4655,PhD,Single,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1
3083,46,Middle-Aged,45837.0,middle_income,4396,Graduation,Married,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
8953,55,Pre-Senior,35791.0,low_income,4477,Master,Single,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
8650,42,Middle-Aged,54162.0,middle_income,4526,Graduation,Widow,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
10862,60,Pre-Senior,30522.0,low_income,4739,Master,Married,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
2782,59,Pre-Senior,54456.0,middle_income,4411,PhD,Married,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
6941,49,Middle-Aged,31632.0,low_income,4408,Graduation,Single,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0
10972,71,Elderly,72298.0,middle_income,4169,Graduation,Widow,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,0
10708,42,Middle-Aged,36975.0,low_income,4241,2n Cycle,Single,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
6583,65,Senior,72635.0,middle_income,4449,2n Cycle,Married,0,0,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0
3641,44,Middle-Aged,13624.0,low_income,4583,Graduation,Married,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
10156,45,Middle-Aged,84196.0,high_income,4449,Graduation,Single,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
4299,60,Pre-Senior,70971.0,middle_income,4704,Graduation,Together,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1
3469,43,Middle-Aged,34487.0,low_income,4719,PhD,Divorced,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0
5063,43,Middle-Aged,28769.0,low_income,4616,Graduation,Single,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
10727,50,Middle-Aged,69084.0,middle_income,4280,PhD,Married,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
9624,62,Senior,65488.0,middle_income,4074,PhD,Together,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
5156,50,Middle-Aged,62466.0,middle_income,4223,2n Cycle,Married,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
4376,60,Pre-Senior,32218.0,low_income,4192,2n Cycle,Single,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,0,1
8923,47,Middle-Aged,83917.0,high_income,4495,Graduation,Single,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1
8461,58,Pre-Senior,46102.0,middle_income,4169,Graduation,Divorced,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
6945,68,Senior,84574.0,high_income,4448,Graduation,Single,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0
944,58,Pre-Senior,56181.0,middle_income,4595,Graduation,Married,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0
1907,70,Senior,63120.0,middle_income,4697,Master,Divorced,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1
701,49,Middle-Aged,73691.0,middle_income,4293,Graduation,Married,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,0
3856,60,Pre-Senior,63381.0,middle_income,4690,Graduation,Together,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
4149,72,Elderly,76140.0,high_income,4105,PhD,Together,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
2131,61,Senior,62859.0,middle_income,4604,PhD,Divorced,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
2942,56,Pre-Senior,45906.0,middle_income,4476,Graduation,Single,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,0
1173,73,Elderly,77632.0,high_income,4534,Master,Together,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,0,1
4381,49,Middle-Aged,46463.0,middle_income,4373,PhD,Married,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
4611,50,Middle-Aged,105471.0,high_income,4582,Graduation,Together,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,0,1
3376,50,Middle-Aged,55282.0,middle_income,4256,Master,Divorced,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
4679,43,Middle-Aged,78710.0,high_income,4095,Master,Married,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0
10928,62,Senior,66886.0,middle_income,4344,Graduation,Together,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
4248,60,Pre-Senior,98777.0,high_income,4190,Master,Single,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0
6728,35,Adult,29103.0,low_income,4729,Graduation,Together,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0
6661,46,Middle-Aged,67445.0,middle_income,4744,Graduation,Married,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
4725,70,Senior,50616.0,middle_income,4135,PhD,Together,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0
3277,65,Senior,49431.0,middle_income,4753,Graduation,Divorced,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
2564,67,Senior,61278.0,middle_income,4234,Graduation,Together,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
946,62,Senior,26490.0,low_income,4703,2n Cycle,Together,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
3867,73,Elderly,73059.0,middle_income,4360,PhD,Together,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
6940,54,Pre-Senior,46734.0,middle_income,4309,PhD,Single,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0,0
55,57,Pre-Senior,56253.0,middle_income,4627,Graduation,Together,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
7093,35,Adult,19986.0,low_income,4285,Graduation,Married,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
5084,45,Middle-Aged,58330.0,middle_income,4244,Graduation,Widow,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
1777,40,Adult,25965.0,low_income,4718,Basic,Married,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0
8162,64,Senior,14661.0,low_income,4602,Master,Together,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
10826,61,Senior,18690.0,low_income,4606,Graduation,Married,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
8754,46,Middle-Aged,45068.0,middle_income,4467,PhD,Together,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
1987,33,Adult,21063.0,low_income,4335,Basic,Single,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
11007,52,Pre-Senior,29187.0,low_income,4474,PhD,Married,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0
7426,49,Middle-Aged,54690.0,middle_income,4292,2n Cycle,Married,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
9153,56,Pre-Senior,59304.0,middle_income,4393,PhD,Married,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
10379,58,Pre-Senior,59247.0,middle_income,4291,Master,Single,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
9204,50,Middle-Aged,66731.0,middle_income,4713,Graduation,Widow,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
